First.Author,Year,Initial.Definition,Model.use,lab.OR.field,treatment,Kingdom,species.i,species.j,comp_outcome,Definition,ND,FD,Condition,Interaction
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.7989048351499549,0.6319283231975651,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.5233476069882712,0.1275660671476313,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.8099855782200871,0.652209803784539,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.743247372142952,0.5300564768464444,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.6500542776610342,0.351869462941812,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.5029038146831134,0.07933374522882186,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.5059621353111603,0.08499802647193466,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.46271089919357433,0.004892898436768767,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.61308910676523,0.2834066856144791,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.5397553561962085,0.14758607085424924,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.580697003715225,0.2234136358182931,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.46849940859893757,0.015613731612236004,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.6045098663389762,0.2675171708981564,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.4766579786676166,0.030724127489908493,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.6436817806653392,0.2749893212188078,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.6701833808152657,0.32891287064988495,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.8440961678606715,0.6827780982544653,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.7577112698234207,0.5070083223519652,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.9107143251594616,0.8183279321432142,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.5893353842893276,0.1644091836118753,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.8980345651140456,0.7925280685985564,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.7282588834276279,0.4470807253505772,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.8347408966251606,0.6637426653728548,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.6894009040250231,0.36801530434753826,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.772163178362125,0.5364140261604722,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.9371311730490457,0.8720790337721167,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.5276435426995861,0.038883062523378475,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.5247019271135598,0.0328976747519627,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.59925811224529,0.18459923660480593,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.6432089038123878,0.27402714541769846,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.5864617669120613,0.15856215370377957,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.6069328693086771,0.20021528014699974,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.9511696468709572,0.9006435103618378,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.9708930381203644,0.9407752479538728,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.6231253063867431,0.2296828943734871,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.6446677088873602,0.27371472092946636,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.5157867966238698,0.010287186558598393,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.7002162658709872,0.3872537946919179,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.7292582708749205,0.44661451488709747,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.5761905906965654,0.13375017467498085,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.5237207941172252,0.026503966535343815,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.6778263636147831,0.34148971184543575,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.7199626172133531,0.4276145630600503,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.5606444814844036,0.10197453663133149,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.5765764828106816,0.23432166111051456,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.6612058836880853,0.38735732506030496,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.45772172819178913,0.019396161247403176,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.4744396974170245,0.049627327883951744,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.5901661477660288,0.25889590336834967,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.5634537159317957,0.210591712400635,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.5599243722344648,0.2042095869167211,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.5656847004878371,0.2146260101654286,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.634220982572429,0.33856042686606846,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.5487475859585739,0.18399856225126632,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.6078639998718482,0.1862241206827292,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.666362672871649,0.3076228421562712,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.6730908599935461,0.32158543775969384,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.6523776327953679,0.2786005430517675,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.5851192971299429,0.1390234289136617,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.6283696214726455,0.22877818418029816,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.6446265833005007,0.2625152636684519,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.5977315509084633,0.16519686849950377,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.6591742428425424,0.29270513257098674,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.6321696298899148,0.23666410944644478,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.6212799724050535,0.12310017040074428,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.7176650023745897,0.34627298989209265,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.6284258220197089,0.1396458871647256,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.6251180909727647,0.1319870664526408,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.6457586946133268,0.17977894566794583,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.6941201009879807,0.29175641165628075,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.6599360939440382,0.21260572574665348,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.6369207010648104,0.15931518755641993,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.6522728470604999,0.1948620116657629,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.669969208364407,0.23583670294488346,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.7061849097976394,0.046747362607051146,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.7301544259439081,0.12451397584576052,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.7676649962243818,0.2462131371289611,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.766607121805503,0.24278097311338132,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.7324343540385743,0.13191096647619405,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.7555729825363794,0.20698185077283449,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.7416293195712433,0.16174308006408766,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.7029606661935291,0.03628663808436383,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.6930262414643239,0.004055425699818538,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.7665435616840043,0.24257475888044377,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.6990995279779606,0.27099128890701596,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.7273585767907664,0.3394560959353956,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.5974820426377728,0.024796819637673995,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.7125673281438778,0.30362049541585145,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.6686827539493887,0.1972988381070333,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.7158653172761107,0.3116107215206204,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.6094531608774452,0.05379992960157609,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.6979693635573592,0.2682531751976912,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.6187590035749445,0.07634572471100065,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.6502762101425134,0.15270425609739147,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.7037293453518867,0.2533275349516684,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.745884623752981,0.3595688556654214,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.6962061435168609,0.23436727827053772,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.7724541178325359,0.4265302955793109,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.6471637873361906,0.11076888468447044,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.6362278784134144,0.08320779503618325,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.7610415835754051,0.3977679968077992,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.623905024828287,0.05215127520040974,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.6352397357550594,0.08071744068296638,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.6195534325235919,0.041184228339520845,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.47874059272669733,0.05740465305074327,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.7660549506697193,0.5769562872849641,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.7013048202369193,0.45986838285830256,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.4512966142728676,0.0077776035790156905,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.4958245127022649,0.08829756980568315,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.5612352142496209,0.20657998746361017,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.5509243753284248,0.1879348586570101,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.6273568020025613,0.3261479033211755,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.4625547008520301,0.028135643888696937,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.7091257253341818,0.4740109549649123,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.5087943721534256,0.218849296796658,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.6952221664943721,0.5153202539485671,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.4664596220913775,0.15152551647703227,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.6709645873793375,0.4767440978349027,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.5959404883701751,0.3574353514039491,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.5924572093732574,0.35189598930456867,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.7023545207180588,0.5266626392989817,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.6540982375427727,0.44992200890024314,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.5711571975598358,0.31802317054384643,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.3743661300329002,0.0050717871146304105,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.5313234490565604,0.04557565968635058,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.5485891268164317,0.08073590628469574,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.7792179731557252,0.5503941046340349,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.6845455752473915,0.35760092832153556,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.6837810564617286,0.3560440436508713,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.5629160307041078,0.10991156221244991,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.5250424668630428,0.03278491460959665,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.595293246890306,0.17584531361840383,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.5784047181088419,0.141453102383022,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Axenic,0,Spaak,0.7270811579034072,0.44422142455631264,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.6709007289739581,0.20267245252189992,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.6872935019043669,0.24238815713655382,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.620213083156218,0.0798686061283923,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.5875255520411795,6.746628060281257e-4,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.6167908591885058,0.0715773892120205,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.6334515506531366,0.11194219531860172,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.6329264976036723,0.11067011939172378,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.6653859115942005,0.1893113903643241,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.6676890856211086,0.1948914212545919,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.641370126147284,0.13112697916386606,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.714520847445196,0.37565529667652564,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.6423772392497579,0.217876771511474,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.6041953606126163,0.13437276263130637,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.6702045347473717,0.2787352418980885,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.6714559163076791,0.2814720212461518,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.7655407994193527,0.4872362527421975,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.6976121490719376,0.3386758669179498,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.6631891143497669,0.2633924733364116,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.6335670878097769,0.19860891486483545,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.7269707134671997,0.4028832320208857,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.5732864732803252,0.15169949795069515,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.7044971328476967,0.41254444758441755,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.6849675966633721,0.3737200037536599,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.5947392978271524,0.19434741205210204,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.715780559762621,0.43497574192455446,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.697496990974684,0.3986282637902391,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.499508126119349,0.005029179298857711,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.6036502802261055,0.21206231999255354,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.7211661414564859,0.44568220274348813,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Cm,Xenic,0,Spaak,0.6642348045348705,0.3325035039939841,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Mm,Axenic,0,Spaak,0.7001812864501433,0.40978344313981974,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Mm,Axenic,0,Spaak,0.6042530275697292,0.22094117245021871,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Mm,Axenic,0,Spaak,0.6177443213219365,0.24749983802428355,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Mm,Axenic,0,Spaak,0.656074438633808,0.32295566796899344,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Mm,Axenic,0,Spaak,0.5133453280195571,0.041982264964745664,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Mm,Axenic,0,Spaak,0.7894150316463477,0.5854470407247132,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Mm,Axenic,0,Spaak,0.6824712422508956,0.37491983777856397,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Mm,Axenic,0,Spaak,0.745449021484154,0.49889651547708014,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Mm,Axenic,0,Spaak,0.7136595987506417,0.43631655371219735,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Mm,Axenic,0,Spaak,0.49233144729997036,6.147993461509405e-4,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Mm,Axenic,0,Spaak,0.703771175086396,0.481844329253886,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Mm,Axenic,0,Spaak,0.43826638782944205,0.017430337240938565,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Mm,Axenic,0,Spaak,0.5512691584178694,0.21509181197248428,Coexistence,Negative frequency dependance
Jackrel,2020,Carroll,None,lab,,Phytoplankton,Mm,Axenic,0,Spaak,0.5949434482937427,0.29148573134070743,Coexistence,Negative frequency dependance
